0.853333333,0,2.210958333,1.2
3.064291667,0,1.029041667,1.4
4.093333333,0,1.106666667,2.1
5.200000000,0,1.538666667,2.2
7.346666667,0,0.973854167,2.4
8.320520833,0,0.984291667,3.1
9.304812500,0,1.655187500,3.2
10.960000000,1,0.550375000,New Point
11.510375000,0,2.029770833,3.4
13.540145833,0,1.050083333,4.2
14.590229167,0,1.500437500,4.3
16.090666667,1,0.629333333,New Point
16.720000000,0,1.030187500,5.1
17.750187500,0,0.893791667,5.2
18.643979167,0,1.019145833,5.3
19.663125000,0,0.966854167,5.4
20.629979167,0,0.913020833,6.1
21.543000000,0,1.497000000,6.2
23.040000000,1,0.583770833,New Point
23.623770833,0,2.029000000,6.4
25.652770833,0,1.031625000,7.2
26.684395833,0,1.675604167,7.3
28.360000000,1,0.498666667,New Point
28.858666667,0,0.991729167,8.1
29.850395833,0,1.073770833,8.2
30.924166667,0,2.283104167,8.3
33.207270833,0,2.072875000,9.1
35.280145833,0,1.706520833,9.3
36.986666667,1,0.640000000,New Point
37.626666667,0,1.927062500,10.1
39.553729167,0,1.036020833,10.3
40.589750000,0,1.046666667,10.4
41.636416667,0,1.576916667,11.1
43.213333333,1,0.503562500,New Point
43.716895833,0,1.061854167,11.3
44.778750000,0,2.064875000,11.4
46.843625000,0,1.743041667,12.2
48.586666667,1,0.413958333,New Point
48.981333333,0,2.144000000
51.125333333,0,1.130666667
52.253875000,0,1.030291667,13.3
53.284166667,0,0.582500000,13.4
53.866666667,1,0.570937500,New Point
54.437604167,0,1.015354167,14.1
55.452958333,0,1.009020833,14.2
56.461979167,0,0.994958333,14.3
57.456937500,0,1.023062500,14.4
58.480000000,0,0.971229167,15.1
59.451229167,0,1.655437500,15.2
61.106666667,1,0.473354167,New Point
61.580020833,0,2.086645833,15.4
63.666666667,0,1.006708333,16.2
64.673375000,0,1.646625000,16.3
66.320000000,1,0.573333333,New Point
66.893333333,0,0.982145833,17.1
67.875479167,0,1.005645833,17.2
68.881125000,0,2.552937500,17.3
71.434062500,0,2.653937500,18.1
74.080000000,0,4.426666667
77.995333333,0,0.000020833,19.2